22-09-07 14:35:28.819 - INFO: Namespace(aux_learning_rate=0.001, basepoint=None, batch_size=8, checkpoint=None, clip_max_norm=1.0, config=None, cuda=True, dataset='/home/qororo606/flicker', epochs=500, experiment='MS_q4', gpu_id=0, learning_rate=0.0001, lmbda=0.013, lsq=False, metrics='mse', model='ms-relu', num_workers=4, patch_size=(256, 256), pretrain=False, quality=4, save=True, seed=None, test_batch_size=1)
22-09-07 14:35:28.819 - INFO: MSReLU(
  (entropy_bottleneck): EntropyBottleneck(
    (likelihood_lower_bound): LowerBound()
  )
  (g_a): Sequential(
    (0): Conv2d(3, 128, kernel_size=(5, 5), stride=(2, 2), padding=(2, 2))
    (1): ReLU()
    (2): Conv2d(128, 128, kernel_size=(5, 5), stride=(2, 2), padding=(2, 2))
    (3): ReLU()
    (4): Conv2d(128, 128, kernel_size=(5, 5), stride=(2, 2), padding=(2, 2))
    (5): ReLU()
    (6): Conv2d(128, 192, kernel_size=(5, 5), stride=(2, 2), padding=(2, 2))
  )
  (g_s): Sequential(
    (0): ConvTranspose2d(192, 128, kernel_size=(5, 5), stride=(2, 2), padding=(2, 2), output_padding=(1, 1))
    (1): ReLU()
    (2): ConvTranspose2d(128, 128, kernel_size=(5, 5), stride=(2, 2), padding=(2, 2), output_padding=(1, 1))
    (3): ReLU()
    (4): ConvTranspose2d(128, 128, kernel_size=(5, 5), stride=(2, 2), padding=(2, 2), output_padding=(1, 1))
    (5): ReLU()
    (6): ConvTranspose2d(128, 3, kernel_size=(5, 5), stride=(2, 2), padding=(2, 2), output_padding=(1, 1))
  )
  (h_a): Sequential(
    (0): Conv2d(192, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (1): ReLU()
    (2): Conv2d(128, 128, kernel_size=(5, 5), stride=(2, 2), padding=(2, 2))
    (3): ReLU()
    (4): Conv2d(128, 128, kernel_size=(5, 5), stride=(2, 2), padding=(2, 2))
  )
  (h_s): Sequential(
    (0): ConvTranspose2d(128, 192, kernel_size=(5, 5), stride=(2, 2), padding=(2, 2), output_padding=(1, 1))
    (1): ReLU()
    (2): ConvTranspose2d(192, 288, kernel_size=(5, 5), stride=(2, 2), padding=(2, 2), output_padding=(1, 1))
    (3): ReLU()
    (4): Conv2d(288, 384, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
  )
  (gaussian_conditional): GaussianConditional(
    (likelihood_lower_bound): LowerBound()
    (lower_bound_scale): LowerBound()
  )
)
22-09-07 14:35:28.821 - INFO: Learning rate: 0.0001
22-09-07 14:35:32.798 - INFO: Train epoch 0: [    0/16574 (0%)] Loss: 302.8029 | MSE loss: 0.3579 | Bpp loss: 0.2893 | Aux loss: 5276.66
22-09-07 14:35:36.570 - INFO: Train epoch 0: [  800/16574 (5%)] Loss: 12.9836 | MSE loss: 0.0147 | Bpp loss: 0.5980 | Aux loss: 5248.59
22-09-07 14:35:40.243 - INFO: Train epoch 0: [ 1600/16574 (10%)] Loss: 11.5246 | MSE loss: 0.0129 | Bpp loss: 0.5859 | Aux loss: 5219.69
22-09-07 14:35:44.064 - INFO: Train epoch 0: [ 2400/16574 (14%)] Loss: 12.5680 | MSE loss: 0.0142 | Bpp loss: 0.5258 | Aux loss: 5190.14
22-09-07 14:35:47.999 - INFO: Train epoch 0: [ 3200/16574 (19%)] Loss: 12.5590 | MSE loss: 0.0143 | Bpp loss: 0.4913 | Aux loss: 5164.86
22-09-07 14:35:52.024 - INFO: Train epoch 0: [ 4000/16574 (24%)] Loss: 9.9230 | MSE loss: 0.0111 | Bpp loss: 0.5047 | Aux loss: 5135.75
22-09-07 14:35:55.903 - INFO: Train epoch 0: [ 4800/16574 (29%)] Loss: 9.3896 | MSE loss: 0.0104 | Bpp loss: 0.6064 | Aux loss: 5108.91
22-09-07 14:35:59.678 - INFO: Train epoch 0: [ 5600/16574 (34%)] Loss: 7.9737 | MSE loss: 0.0088 | Bpp loss: 0.5537 | Aux loss: 5079.52
22-09-07 14:36:03.406 - INFO: Train epoch 0: [ 6400/16574 (39%)] Loss: 7.0880 | MSE loss: 0.0077 | Bpp loss: 0.6193 | Aux loss: 5047.24
22-09-07 14:36:07.228 - INFO: Train epoch 0: [ 7200/16574 (43%)] Loss: 8.6011 | MSE loss: 0.0094 | Bpp loss: 0.6346 | Aux loss: 5013.38
22-09-07 14:36:11.044 - INFO: Train epoch 0: [ 8000/16574 (48%)] Loss: 9.0941 | MSE loss: 0.0100 | Bpp loss: 0.6486 | Aux loss: 4976.75
22-09-07 14:36:14.666 - INFO: Train epoch 0: [ 8800/16574 (53%)] Loss: 5.6631 | MSE loss: 0.0060 | Bpp loss: 0.6018 | Aux loss: 4942.66
22-09-07 14:36:18.363 - INFO: Train epoch 0: [ 9600/16574 (58%)] Loss: 5.2152 | MSE loss: 0.0055 | Bpp loss: 0.5620 | Aux loss: 4906.46
22-09-07 14:36:21.868 - INFO: Train epoch 0: [10400/16574 (63%)] Loss: 3.6224 | MSE loss: 0.0036 | Bpp loss: 0.5698 | Aux loss: 4871.47
22-09-07 14:36:25.545 - INFO: Train epoch 0: [11200/16574 (68%)] Loss: 7.4642 | MSE loss: 0.0081 | Bpp loss: 0.6338 | Aux loss: 4836.88
22-09-07 14:36:29.357 - INFO: Train epoch 0: [12000/16574 (72%)] Loss: 5.5529 | MSE loss: 0.0058 | Bpp loss: 0.6665 | Aux loss: 4794.22
22-09-07 14:36:32.856 - INFO: Train epoch 0: [12800/16574 (77%)] Loss: 4.2955 | MSE loss: 0.0045 | Bpp loss: 0.4797 | Aux loss: 4752.43
22-09-07 14:36:36.484 - INFO: Train epoch 0: [13600/16574 (82%)] Loss: 9.0455 | MSE loss: 0.0100 | Bpp loss: 0.6147 | Aux loss: 4710.63
22-09-07 14:36:40.376 - INFO: Train epoch 0: [14400/16574 (87%)] Loss: 3.8587 | MSE loss: 0.0039 | Bpp loss: 0.5538 | Aux loss: 4665.29
22-09-07 14:36:43.820 - INFO: Train epoch 0: [15200/16574 (92%)] Loss: 4.7424 | MSE loss: 0.0048 | Bpp loss: 0.6571 | Aux loss: 4611.61
22-09-07 14:36:47.432 - INFO: Train epoch 0: [16000/16574 (97%)] Loss: 6.9801 | MSE loss: 0.0076 | Bpp loss: 0.5848 | Aux loss: 4563.47
22-09-07 14:39:01.135 - INFO: Learning rate: 0.0001
22-09-07 14:39:01.563 - INFO: Train epoch 1: [    0/16574 (0%)] Loss: 3.0254 | MSE loss: 0.0030 | Bpp loss: 0.4876 | Aux loss: 4530.45
22-09-07 14:39:05.285 - INFO: Train epoch 1: [  800/16574 (5%)] Loss: 5.3318 | MSE loss: 0.0056 | Bpp loss: 0.6350 | Aux loss: 4479.30
22-09-07 14:39:09.011 - INFO: Train epoch 1: [ 1600/16574 (10%)] Loss: 7.0014 | MSE loss: 0.0076 | Bpp loss: 0.5562 | Aux loss: 4425.44
22-09-07 14:39:12.645 - INFO: Train epoch 1: [ 2400/16574 (14%)] Loss: 5.8818 | MSE loss: 0.0063 | Bpp loss: 0.5279 | Aux loss: 4375.55
22-09-07 14:39:16.425 - INFO: Train epoch 1: [ 3200/16574 (19%)] Loss: 4.4250 | MSE loss: 0.0046 | Bpp loss: 0.5146 | Aux loss: 4341.72
22-09-07 14:39:19.919 - INFO: Train epoch 1: [ 4000/16574 (24%)] Loss: 4.6104 | MSE loss: 0.0048 | Bpp loss: 0.5918 | Aux loss: 4305.33
22-09-07 14:39:23.548 - INFO: Train epoch 1: [ 4800/16574 (29%)] Loss: 5.2830 | MSE loss: 0.0055 | Bpp loss: 0.5945 | Aux loss: 4249.35
22-09-07 14:39:27.236 - INFO: Train epoch 1: [ 5600/16574 (34%)] Loss: 5.4821 | MSE loss: 0.0058 | Bpp loss: 0.6117 | Aux loss: 4177.26
22-09-07 14:39:30.709 - INFO: Train epoch 1: [ 6400/16574 (39%)] Loss: 4.4854 | MSE loss: 0.0047 | Bpp loss: 0.5135 | Aux loss: 4112.48
22-09-07 14:39:34.137 - INFO: Train epoch 1: [ 7200/16574 (43%)] Loss: 5.1222 | MSE loss: 0.0054 | Bpp loss: 0.5736 | Aux loss: 4038.00
22-09-07 14:39:37.553 - INFO: Train epoch 1: [ 8000/16574 (48%)] Loss: 3.5048 | MSE loss: 0.0035 | Bpp loss: 0.5417 | Aux loss: 3966.73
22-09-07 14:39:40.812 - INFO: Train epoch 1: [ 8800/16574 (53%)] Loss: 5.3999 | MSE loss: 0.0058 | Bpp loss: 0.4870 | Aux loss: 3915.05
22-09-07 14:39:44.115 - INFO: Train epoch 1: [ 9600/16574 (58%)] Loss: 2.8264 | MSE loss: 0.0028 | Bpp loss: 0.4453 | Aux loss: 3840.42
22-09-07 14:39:47.664 - INFO: Train epoch 1: [10400/16574 (63%)] Loss: 2.9942 | MSE loss: 0.0030 | Bpp loss: 0.4412 | Aux loss: 3771.31
22-09-07 14:39:51.219 - INFO: Train epoch 1: [11200/16574 (68%)] Loss: 3.5973 | MSE loss: 0.0036 | Bpp loss: 0.5205 | Aux loss: 3695.23
22-09-07 14:39:54.625 - INFO: Train epoch 1: [12000/16574 (72%)] Loss: 2.7996 | MSE loss: 0.0027 | Bpp loss: 0.4935 | Aux loss: 3626.56
